Group,Status,Priority,Via,Created at,Updated at,Assigned at,Initially assigned at,Solved at,Resolution time,Satisfaction Score,Reopens,Replies,FRPTIMWBH,FRPTIM,FRSTIMWBH,FRSTIM,FRTIMWBH,RWTIM,RWTIMWBH,MTOC
Reimbursement Claims,Hold,Low,OutBound,2023-04-12 13:11:00,2023-04-17 18:51:00,2023-04-12 13:11:00.000000000,2023-04-12 13:11:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,2,1143.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,7540.0,3940.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 13:17:00,2023-05-16 06:09:00,2023-04-12 14:08:00.000000000,2023-04-12 14:08:00.000000000,2023-04-17 14:50:00.000000000,122.0,Offered,0,2,1058.0,7293.0,3693.0,7293.0,3693.0,7293.0,3693.0,Claims
Reimbursement Claims,Closed,Low,Mail,2023-04-12 13:22:00,2023-05-19 06:12:00,2023-04-12 16:04:00.000000000,2023-04-12 16:04:00.000000000,2023-04-20 11:42:00.000000000,190.0,Offered,0,4,3890.0,11420.0,5660.0,11420.0,5660.0,11262.0,5524.0,Not Fill
Reimbursement Claims,Closed,Low,OutBound,2023-04-12 13:23:00,2023-05-11 06:11:00,2023-04-12 13:23:00.000000000,2023-04-12 13:23:00.000000000,2023-04-12 13:23:00.000000000,0.0,Offered,0,0,1852.1139498432601,0.0,0.0,0.0,0.0,0.0,0.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 13:40:00,2023-06-07 12:36:00,2023-04-12 16:05:00.000000000,2023-04-12 16:05:00.000000000,2023-05-18 11:44:00.000000000,862.0,Offered,0,5,671.0,51723.0,25803.0,51723.0,25803.0,51723.0,25803.0,Not Fill
Reimbursement Claims,Hold,Low,Mail,2023-04-12 13:43:00,2023-04-13 16:16:00,2023-04-12 16:06:00.000000000,2023-04-12 16:06:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,1,872.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,1593.0,873.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 13:44:00,2023-05-11 06:11:00,2023-04-12 16:11:00.000000000,2023-04-12 16:11:00.000000000,2023-04-12 18:18:00.000000000,5.0,Offered,0,1,51.0,274.0,274.0,274.0,274.0,274.0,274.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 13:44:00,2023-05-12 06:10:00,2023-04-12 14:08:00.000000000,2023-04-12 14:08:00.000000000,2023-04-13 11:37:00.000000000,22.0,5,0,2,435.0,1312.0,592.0,1312.0,592.0,1312.0,592.0,Is my treatment covered (IMTC)
Reimbursement Claims,Solved,Low,OutBound,2023-04-12 13:47:00,2023-06-01 08:47:00,2023-04-12 13:47:00.000000000,2023-04-12 13:47:00.000000000,2023-06-01 08:47:00.000000000,1195.0,Offered,0,12,4554.0,71700.0,35713.0,71700.0,35713.0,71697.0,35711.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-12 13:49:00,2023-05-12 06:10:00,2023-04-13 18:25:00.000000000,2023-04-12 14:00:00.000000000,2023-04-13 18:25:00.000000000,29.0,Offered,0,2,1.0,1717.0,997.0,1717.0,997.0,1717.0,997.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 13:56:00,2023-05-16 06:09:00,2023-04-12 14:08:00.000000000,2023-04-12 14:08:00.000000000,2023-04-17 14:47:00.000000000,121.0,Offered,0,1,424.0,7251.0,3651.0,7251.0,3651.0,7252.0,3652.0,Is my treatment covered (IMTC)
Onboardings,Closed,Low,Mail,2023-04-12 14:00:00,2023-06-07 07:35:00,2023-04-12 19:31:00.000000000,2023-04-12 19:31:00.000000000,2023-05-12 11:26:00.000000000,717.0,Offered,0,9,330.0,43045.0,21445.0,43045.0,21445.0,7788.0,4188.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 14:02:00,2023-05-17 06:11:00,2023-04-12 19:57:00.000000000,2023-04-12 19:57:00.000000000,2023-04-18 17:30:00.000000000,147.0,Offered,0,1,4529.0,8849.0,4529.0,8849.0,4529.0,8848.0,4528.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 14:05:00,2023-05-18 06:08:00,2023-04-12 14:11:00.000000000,2023-04-12 14:11:00.000000000,2023-04-19 15:49:00.000000000,170.0,Offered,0,1,414.0,10183.0,5143.0,10183.0,5143.0,10183.0,5144.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-12 14:08:00,2023-05-11 06:11:00,2023-04-12 14:11:00.000000000,2023-04-12 14:11:00.000000000,2023-04-12 15:28:00.000000000,1.0,Offered,0,1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 14:12:00,2023-05-12 06:10:00,2023-04-12 19:59:00.000000000,2023-04-12 19:59:00.000000000,2023-04-13 15:13:00.000000000,25.0,Offered,0,1,782.0,1502.0,782.0,1502.0,782.0,1502.0,782.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 14:16:00,2023-05-13 06:07:00,2023-04-12 15:43:00.000000000,2023-04-12 15:43:00.000000000,2023-04-14 15:51:00.000000000,50.0,Offered,0,2,155.0,2975.0,1535.0,2975.0,1535.0,2976.0,1536.0,Is my treatment covered (IMTC)
Support,Closed,Low,Mail,2023-04-12 14:17:00,2023-05-19 06:12:00,2023-04-12 15:43:00.000000000,2023-04-12 15:43:00.000000000,2023-04-20 14:19:00.000000000,192.0,Offered,0,2,327.0,11522.0,5762.0,11522.0,5762.0,11522.0,5762.0,Is my treatment covered (IMTC)
Support,Closed,Low,Mail,2023-04-12 14:21:00,2023-05-13 06:07:00,2023-04-12 15:43:00.000000000,2023-04-12 15:43:00.000000000,2023-04-14 12:48:00.000000000,46.0,Offered,0,2,89.0,2787.0,1347.0,2787.0,1347.0,2788.0,1348.0,Is my treatment covered (IMTC)
Reimbursement Claims,Hold,Low,Mail,2023-04-12 14:22:00,2023-04-18 17:47:00,2023-04-12 16:14:00.000000000,2023-04-12 16:14:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,2,844.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,8845.0,4525.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 14:23:00,2023-05-12 06:10:00,2023-04-12 16:14:00.000000000,2023-04-12 16:14:00.000000000,2023-04-13 12:52:00.000000000,22.0,Offered,0,1,629.0,1349.0,629.0,1349.0,629.0,1349.0,629.0,Not Fill
Reimbursement Claims,Solved,Low,Mail,2023-04-12 14:33:00,2023-06-01 10:23:00,2023-05-16 10:14:00.000000000,2023-04-12 16:15:00.000000000,2023-06-01 10:23:00.000000000,1196.0,Offered,0,9,1106.0,71750.0,35750.0,71750.0,35750.0,71751.0,35572.0,Not Fill
Reimbursement Claims,Hold,Low,OutBound,2023-04-12 14:48:00,2023-04-20 14:07:00,2023-04-12 14:48:00.000000000,2023-04-12 14:48:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,3,3944.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,11476.0,5716.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-12 14:50:00,2023-05-11 06:11:00,2023-04-12 15:46:00.000000000,2023-04-12 15:46:00.000000000,2023-04-12 16:03:00.000000000,1.0,Offered,0,2,1.0,74.0,74.0,74.0,74.0,74.0,74.0,Network or Blacklisted Hospitals
Endorsements,Solved,Low,Mail,2023-04-12 14:55:00,2023-06-07 15:56:00,2023-04-12 19:59:00.000000000,2023-04-12 19:59:00.000000000,2023-06-07 15:56:00.000000000,1345.0,Offered,0,2,18813.0,80702.0,40382.0,80702.0,40382.0,21428.0,10628.0,Not Fill
Onboardings,Solved,Low,Mail,2023-04-12 15:00:00,2023-06-10 13:45:00,2023-04-12 15:02:00.000000000,2023-04-12 15:02:00.000000000,2023-06-10 13:45:00.000000000,1415.0,Offered,0,21,33.0,84885.0,42405.0,84885.0,42405.0,70670.0,35390.0,Not Fill
Support,Closed,Low,Closed Ticket,2023-04-12 15:03:00,2023-05-16 06:09:00,2023-04-12 16:16:00.000000000,2023-04-12 16:16:00.000000000,2023-04-17 18:14:00.000000000,123.0,Offered,0,0,1852.1139498432601,7392.0,3792.0,7392.0,3792.0,7392.0,3792.0,Claims
Reimbursement Claims,Closed,Low,Mail,2023-04-12 15:03:00,2023-05-15 06:00:00,2023-04-12 16:17:00.000000000,2023-04-12 16:17:00.000000000,2023-04-16 13:22:00.000000000,94.0,Offered,0,1,2779.0,5659.0,2779.0,5659.0,2779.0,5659.0,2779.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 15:04:00,2023-05-12 06:10:00,2023-04-12 16:18:00.000000000,2023-04-12 16:17:00.000000000,2023-04-13 15:25:00.000000000,24.0,Offered,0,2,74.0,1461.0,741.0,1461.0,741.0,1460.0,740.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-12 15:05:00,2023-05-11 06:11:00,2023-04-12 15:48:00.000000000,2023-04-12 15:48:00.000000000,2023-04-12 16:00:00.000000000,1.0,Offered,0,1,55.0,55.0,55.0,55.0,55.0,55.0,55.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-12 15:11:00,2023-05-11 06:11:00,2023-04-12 15:50:00.000000000,2023-04-12 15:50:00.000000000,2023-04-12 17:16:00.000000000,2.0,Offered,0,4,5.0,125.0,125.0,125.0,125.0,126.0,126.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 15:13:00,2023-05-11 06:11:00,2023-04-12 15:50:00.000000000,2023-04-12 15:50:00.000000000,2023-04-12 15:50:00.000000000,1.0,Offered,0,0,1852.1139498432601,37.0,37.0,37.0,37.0,37.0,37.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 15:13:00,2023-05-03 17:45:00,2023-04-12 16:19:00.000000000,2023-04-12 16:19:00.000000000,2023-05-03 17:45:00.000000000,507.0,Offered,0,1,1066.0,30391.0,15271.0,30391.0,15271.0,30392.0,15271.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 15:14:00,2023-05-11 06:11:00,2023-04-12 16:20:00.000000000,2023-04-12 16:20:00.000000000,2023-04-12 16:20:00.000000000,1.0,Offered,0,0,1852.1139498432601,65.0,65.0,65.0,65.0,65.0,65.0,Not Fill
Endorsements,Closed,Low,OutBound,2023-04-12 15:16:00,2023-05-11 06:11:00,2023-04-12 15:16:00.000000000,2023-04-12 15:16:00.000000000,2023-04-12 15:16:00.000000000,0.0,Offered,0,0,1852.1139498432601,0.0,0.0,0.0,0.0,0.0,0.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 15:18:00,2023-05-11 06:11:00,2023-04-12 16:20:00.000000000,2023-04-12 16:20:00.000000000,2023-04-12 16:20:00.000000000,1.0,Offered,0,0,1852.1139498432601,62.0,62.0,62.0,62.0,62.0,62.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 15:20:00,2023-05-13 06:07:00,2023-04-12 15:53:00.000000000,2023-04-12 15:53:00.000000000,2023-04-14 11:40:00.000000000,44.0,5,0,2,81.0,2660.0,1220.0,2660.0,1220.0,2659.0,1219.0,Claims
Support,Closed,Low,Mail,2023-04-12 15:22:00,2023-05-18 06:08:00,2023-04-12 15:53:00.000000000,2023-04-12 15:53:00.000000000,2023-04-19 09:33:00.000000000,162.0,Offered,0,5,58.0,9732.0,4692.0,9732.0,4692.0,9733.0,4693.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-12 15:22:00,2023-05-11 06:11:00,2023-04-12 15:53:00.000000000,2023-04-12 15:53:00.000000000,2023-04-12 17:33:00.000000000,2.0,Offered,0,1,131.0,131.0,131.0,131.0,131.0,131.0,131.0,Not Fill
Reimbursement Claims,Closed,Low,OutBound,2023-04-12 15:24:00,2023-05-17 06:11:00,2023-04-12 15:24:00.000000000,2023-04-12 15:24:00.000000000,2023-04-18 18:21:00.000000000,147.0,Offered,0,1,4496.0,8816.0,4496.0,8816.0,4496.0,8817.0,4497.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 15:27:00,2023-04-12 16:33:00,2023-04-12 16:21:00.000000000,2023-04-12 16:21:00.000000000,2023-04-12 16:33:00.000000000,1.0,Offered,0,0,1852.1139498432601,66.0,66.0,66.0,66.0,66.0,66.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 15:27:00,2023-05-19 06:12:00,2023-04-12 15:55:00.000000000,2023-04-12 15:55:00.000000000,2023-04-20 20:59:00.000000000,198.0,Offered,0,4,61.0,11852.0,6092.0,11852.0,6092.0,11852.0,6092.0,HR Queries
Support,Closed,Low,Mail,2023-04-12 15:28:00,2023-05-13 06:07:00,2023-04-12 15:55:00.000000000,2023-04-12 15:55:00.000000000,2023-04-14 11:40:00.000000000,44.0,5,0,2,98.0,2652.0,1212.0,2652.0,1212.0,2652.0,1212.0,Health ID
Reimbursement Claims,Closed,Low,Mail,2023-04-12 15:37:00,2023-05-11 06:11:00,2023-04-12 16:02:00.000000000,2023-04-12 16:02:00.000000000,2023-04-12 16:02:00.000000000,0.0,Offered,0,0,1852.1139498432601,25.0,25.0,25.0,25.0,25.0,25.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-12 15:38:00,2023-05-11 06:11:00,2023-04-12 15:56:00.000000000,2023-04-12 15:56:00.000000000,2023-04-12 17:12:00.000000000,2.0,Offered,0,2,3.0,94.0,94.0,94.0,94.0,95.0,95.0,Claims
Support,Closed,Low,Mail,2023-04-12 15:39:00,2023-05-13 06:07:00,2023-04-12 15:56:00.000000000,2023-04-12 15:56:00.000000000,2023-04-14 09:55:00.000000000,42.0,Offered,0,2,26.0,2536.0,1096.0,2536.0,1096.0,2536.0,1096.0,Not Fill
Endorsements,Closed,Low,Closed Ticket,2023-04-12 15:51:00,2023-05-12 06:10:00,2023-04-12 19:50:00.000000000,2023-04-12 15:56:00.000000000,2023-04-13 09:49:00.000000000,18.0,Offered,0,1,358.0,1078.0,358.0,1078.0,358.0,1079.0,359.0,Not Fill
Onboardings,Closed,Low,Mail,2023-04-12 15:53:00,2023-06-01 06:08:00,2023-04-13 14:43:00.000000000,2023-04-12 15:57:00.000000000,2023-05-03 13:05:00.000000000,501.0,Offered,0,1,3526.0,30071.0,14951.0,30071.0,14951.0,7127.0,3527.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-12 15:54:00,2023-05-11 06:11:00,2023-04-12 15:57:00.000000000,2023-04-12 15:57:00.000000000,2023-04-12 16:45:00.000000000,1.0,Offered,0,1,51.0,51.0,51.0,51.0,51.0,51.0,51.0,Not Fill
Endorsements,Closed,Low,OutBound,2023-04-12 15:55:00,2023-05-11 06:11:00,2023-04-12 15:55:00.000000000,2023-04-12 15:55:00.000000000,2023-04-12 15:55:00.000000000,0.0,Offered,0,0,1852.1139498432601,0.0,0.0,0.0,0.0,0.0,0.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-12 16:06:00,2023-05-11 06:11:00,2023-04-12 16:45:00.000000000,2023-04-12 16:45:00.000000000,2023-04-12 17:17:00.000000000,1.0,Offered,0,1,71.0,71.0,71.0,71.0,71.0,71.0,71.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 16:08:00,2023-04-13 16:43:00,2023-04-13 10:18:00.000000000,2023-04-12 16:46:00.000000000,2023-04-13 16:43:00.000000000,25.0,Offered,0,0,1852.1139498432601,1475.0,755.0,1475.0,755.0,1475.0,755.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 16:10:00,2023-05-12 06:10:00,2023-04-13 10:18:00.000000000,2023-04-13 10:18:00.000000000,2023-04-13 23:38:00.000000000,31.0,Offered,0,1,1010.0,1888.0,1010.0,1888.0,1010.0,1888.0,1010.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 16:10:00,2023-05-12 06:10:00,2023-04-13 10:45:00.000000000,2023-04-13 10:45:00.000000000,2023-04-13 16:04:00.000000000,24.0,Offered,0,1,714.0,1434.0,714.0,1434.0,714.0,1434.0,714.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 16:14:00,2023-05-12 06:10:00,2023-04-13 10:44:00.000000000,2023-04-13 10:44:00.000000000,2023-04-13 13:02:00.000000000,21.0,Offered,0,1,528.0,1248.0,528.0,1248.0,528.0,1248.0,528.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-12 16:21:00,2023-05-15 06:00:00,2023-04-12 16:49:00.000000000,2023-04-12 16:49:00.000000000,2023-04-16 16:16:00.000000000,96.0,Offered,0,3,41.0,5755.0,2875.0,5755.0,2875.0,5756.0,2876.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 16:29:00,2023-05-18 06:08:00,2023-04-12 17:20:00.000000000,2023-04-12 17:20:00.000000000,2023-04-19 15:52:00.000000000,167.0,Offered,0,3,60.0,10043.0,5003.0,10043.0,5003.0,10044.0,5004.0,Is my treatment covered (IMTC)
Support,Closed,Urgent,Internal Communication,2023-04-12 16:33:00,2023-05-12 06:10:00,2023-04-12 16:45:00.000000000,2023-04-12 16:45:00.000000000,2023-04-13 15:27:00.000000000,23.0,Offered,0,2,122.0,1374.0,654.0,1374.0,654.0,1374.0,654.0,Not Fill
Reimbursement Claims,Closed,Low,OutBound,2023-04-12 16:41:00,2023-05-17 06:11:00,2023-04-12 16:41:00.000000000,2023-04-12 16:41:00.000000000,2023-04-18 15:21:00.000000000,143.0,Offered,0,1,672.0,8560.0,4240.0,8560.0,4240.0,8560.0,4240.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 16:43:00,2023-05-15 06:00:00,2023-04-13 10:46:00.000000000,2023-04-13 10:46:00.000000000,2023-04-16 13:35:00.000000000,93.0,Offered,0,1,2691.0,5571.0,2691.0,5571.0,2691.0,5571.0,2691.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-12 16:44:00,2023-05-12 06:10:00,2023-04-12 18:22:00.000000000,2023-04-12 17:21:00.000000000,2023-04-13 18:18:00.000000000,26.0,Offered,0,5,71.0,1534.0,814.0,1534.0,814.0,1535.0,815.0,Not Applicable
Support,Closed,Low,Internal Communication,2023-04-12 16:45:00,2023-05-11 06:11:00,2023-04-12 17:21:00.000000000,2023-04-12 17:21:00.000000000,2023-04-12 17:34:00.000000000,1.0,Offered,0,2,44.0,48.0,48.0,48.0,48.0,49.0,49.0,Not Applicable
Support,Closed,Low,Mail,2023-04-12 16:48:00,2023-05-11 06:11:00,2023-04-12 17:22:00.000000000,2023-04-12 17:22:00.000000000,2023-04-12 18:15:00.000000000,1.0,5,0,2,45.0,87.0,87.0,87.0,87.0,88.0,88.0,HR Queries
Reimbursement Claims,Hold,Low,Mail,2023-04-12 16:48:00,2023-04-17 08:48:00,2023-04-13 10:46:00.000000000,2023-04-13 10:46:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,1,3131.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,6720.0,3131.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 16:49:00,2023-06-03 06:08:00,2023-05-05 15:18:00.000000000,2023-05-05 15:18:00.000000000,2023-05-05 15:51:00.000000000,551.0,Offered,0,2,16503.0,33063.0,16503.0,33063.0,16503.0,33062.0,16502.0,Not Fill
Onboardings,Closed,Low,Mail,2023-04-12 16:54:00,2023-06-06 06:12:00,2023-04-14 14:09:00.000000000,2023-04-14 14:09:00.000000000,2023-05-08 12:26:00.000000000,620.0,Offered,0,6,1275.0,37172.0,18452.0,37172.0,18452.0,3909.0,1749.0,Not Fill
Reimbursement Claims,Hold,Low,Mail,2023-04-12 16:58:00,2023-04-14 10:42:00,2023-04-13 10:47:00.000000000,2023-04-13 10:47:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,1,1064.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,2504.0,1064.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 16:58:00,2023-06-11 21:37:00,2023-04-12 17:22:00.000000000,2023-04-12 17:22:00.000000000,2023-05-22 20:48:00.000000000,964.0,Offered,0,2,241.0,57830.0,29030.0,57830.0,29030.0,57830.0,29030.0,HR Queries
Reimbursement Claims,Hold,Low,Mail,2023-04-12 16:59:00,2023-04-14 14:10:00,2023-04-13 10:48:00.000000000,2023-04-13 10:48:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,1,677.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,2711.0,1271.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 17:01:00,2023-05-12 06:10:00,2023-04-12 17:24:00.000000000,2023-04-12 17:24:00.000000000,2023-04-13 20:26:00.000000000,27.0,Offered,0,1,112.0,1645.0,925.0,1645.0,925.0,1645.0,925.0,Others
Support,Closed,Low,Internal Communication,2023-04-12 17:22:00,2023-05-11 06:11:00,2023-04-12 18:23:00.000000000,2023-04-12 18:23:00.000000000,2023-04-12 20:10:00.000000000,3.0,Offered,0,1,168.0,168.0,168.0,168.0,168.0,168.0,168.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 17:33:00,2023-04-21 12:54:00,2023-04-21 12:54:00.000000000,2023-04-21 12:54:00.000000000,2023-04-21 12:54:00.000000000,211.0,Offered,0,0,1852.1139498432601,12681.0,6201.0,12681.0,6201.0,12681.0,6201.0,Not Fill
Reimbursement Claims,Hold,Low,Mail,2023-04-12 17:34:00,2023-04-13 15:28:00,2023-04-13 10:54:00.000000000,2023-04-13 10:54:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,2,300.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,1314.0,594.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-12 17:35:00,2023-05-11 06:11:00,2023-04-12 18:24:00.000000000,2023-04-12 18:24:00.000000000,2023-04-12 19:40:00.000000000,2.0,Offered,0,1,125.0,125.0,125.0,125.0,125.0,125.0,125.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-12 17:37:00,2023-05-11 06:10:00,2023-04-12 18:24:00.000000000,2023-04-12 18:24:00.000000000,2023-04-12 20:01:00.000000000,2.0,Offered,0,4,74.0,144.0,144.0,144.0,144.0,144.0,144.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 17:40:00,2023-05-12 06:10:00,2023-04-13 10:54:00.000000000,2023-04-13 10:54:00.000000000,2023-04-13 12:35:00.000000000,19.0,Offered,0,1,416.0,1136.0,416.0,1136.0,416.0,1136.0,416.0,Not Fill
Endorsements,Closed,Low,Internal Communication,2023-04-12 17:42:00,2023-05-19 06:12:00,2023-04-20 13:02:00.000000000,2023-04-20 13:02:00.000000000,2023-04-20 13:34:00.000000000,188.0,Offered,0,0,1852.1139498432601,11272.0,5512.0,11272.0,5512.0,11273.0,5513.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 17:48:00,2023-05-11 06:10:00,2023-04-12 18:24:00.000000000,2023-04-12 18:24:00.000000000,2023-04-12 18:56:00.000000000,1.0,5,0,1,68.0,68.0,68.0,68.0,68.0,68.0,68.0,Claims
Reimbursement Claims,Closed,Low,OutBound,2023-04-12 18:07:00,2023-06-07 14:38:00,2023-04-12 18:07:00.000000000,2023-04-12 18:07:00.000000000,2023-05-18 14:23:00.000000000,860.0,Offered,0,7,671.0,51617.0,25697.0,51617.0,25697.0,51617.0,25698.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 18:17:00,2023-05-12 06:10:00,2023-04-13 10:55:00.000000000,2023-04-13 10:55:00.000000000,2023-04-13 16:43:00.000000000,22.0,Offered,0,1,627.0,1347.0,627.0,1347.0,627.0,1346.0,626.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 18:19:00,2023-05-18 06:08:00,2023-04-12 18:25:00.000000000,2023-04-12 18:25:00.000000000,2023-04-19 19:05:00.000000000,169.0,Offered,0,4,22.0,10126.0,5086.0,10126.0,5086.0,10126.0,5086.0,Is my treatment covered (IMTC)
Support,Closed,Low,Mail,2023-04-12 18:22:00,2023-05-12 06:10:00,2023-04-12 18:25:00.000000000,2023-04-12 18:25:00.000000000,2023-04-13 13:03:00.000000000,19.0,Offered,0,2,38.0,1121.0,401.0,1121.0,401.0,1120.0,400.0,Claims
Support,Closed,Low,Internal Communication,2023-04-12 18:30:00,2023-05-18 06:08:00,2023-04-12 19:17:00.000000000,2023-04-12 19:17:00.000000000,2023-04-19 19:18:00.000000000,169.0,Offered,0,1,5088.0,10128.0,5088.0,10128.0,5088.0,10128.0,5088.0,Health ID
Support,Closed,Low,Internal Communication,2023-04-12 18:32:00,2023-06-11 17:37:00,2023-05-22 17:20:00.000000000,2023-04-12 19:17:00.000000000,2023-05-22 17:20:00.000000000,959.0,Offered,0,1,109.0,57528.0,28728.0,57528.0,28728.0,57528.0,28728.0,Not Fill
Reimbursement Claims,Solved,Low,Mail,2023-04-12 18:32:00,2023-06-02 11:20:00,2023-04-13 09:51:00.000000000,2023-04-13 09:51:00.000000000,2023-06-02 11:20:00.000000000,1217.0,Offered,0,3,812.0,73008.0,36288.0,73008.0,36288.0,73007.0,36288.0,Not Fill
Reimbursement Claims,Hold,Low,Mail,2023-04-12 18:42:00,2023-04-17 20:00:00,2023-04-13 10:57:00.000000000,2023-04-13 10:57:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,2,952.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,7278.0,3678.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-12 18:45:00,2023-05-11 06:10:00,2023-04-12 19:18:00.000000000,2023-04-12 19:18:00.000000000,2023-04-12 19:56:00.000000000,1.0,Offered,0,1,71.0,71.0,71.0,71.0,71.0,71.0,71.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 18:45:00,2023-06-07 07:35:00,2023-04-13 10:57:00.000000000,2023-04-13 10:57:00.000000000,2023-05-12 11:22:00.000000000,713.0,Offered,0,2,502.0,42757.0,21157.0,42757.0,21157.0,42758.0,21158.0,Not Fill
Reimbursement Claims,Hold,Low,OutBound,2023-04-12 18:47:00,2023-04-18 12:08:00,2023-04-12 18:47:00.000000000,2023-04-12 18:47:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,2,1509.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,8241.0,3921.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-12 18:48:00,2023-05-13 06:07:00,2023-04-13 10:58:00.000000000,2023-04-13 10:58:00.000000000,2023-04-14 19:19:00.000000000,49.0,Offered,0,1,1471.0,2911.0,1471.0,2911.0,1471.0,2911.0,1471.0,Not Fill
Support,Closed,Urgent,Internal Communication,2023-04-12 18:51:00,2023-05-14 06:01:00,2023-04-13 09:46:00.000000000,2023-04-13 09:46:00.000000000,2023-04-15 11:49:00.000000000,65.0,Offered,0,1,175.0,3898.0,1738.0,3898.0,1738.0,895.0,175.0,Not Fill
Support,Closed,Low,Mail,2023-04-12 19:02:00,2023-05-18 06:08:00,2023-04-13 11:39:00.000000000,2023-04-13 11:39:00.000000000,2023-04-19 19:33:00.000000000,169.0,Offered,0,3,651.0,10111.0,5071.0,10111.0,5071.0,10111.0,5071.0,Is my treatment covered (IMTC)
Support,Closed,Low,Closed Ticket,2023-04-12 19:14:00,2023-04-13 16:34:00,2023-04-13 10:59:00.000000000,2023-04-13 10:59:00.000000000,2023-04-13 16:34:00.000000000,21.0,Offered,0,0,1852.1139498432601,1280.0,560.0,1280.0,560.0,1280.0,560.0,Claims
