Group,Status,Priority,Via,Created at,Updated at,Assigned at,Initially assigned at,Solved at,Resolution time,Satisfaction Score,Reopens,Replies,FRPTIMWBH,FRPTIM,FRSTIMWBH,FRSTIM,FRTIMWBH,RWTIM,RWTIMWBH,MTOC
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-16 06:09:00,2023-04-12 11:02:00.000000000,2023-04-12 11:02:00.000000000,2023-04-17 10:00:00.000000000,123.0,Offered,0,1.0,3661.0,7380.0,3661.0,7380.0,3661.0,7380.0,3660.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-15 06:00:00,2023-04-12 13:15:00.000000000,2023-04-12 13:15:00.000000000,2023-04-16 17:55:00.000000000,107.0,Offered,0,2.0,256.0,6415.0,3415.0,6415.0,3415.0,376.0,256.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-27 06:08:00,2023-04-18 17:04:00.000000000,2023-04-18 17:04:00.000000000,2023-04-29 04:15:00.000000000,405.0,Offered,0,2.0,4363.28487460815,24315.0,12240.0,24315.0,12240.0,9244.0,4805.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-15 06:00:00,2023-04-16 18:46:00.000000000,2023-04-16 18:46:00.000000000,2023-04-16 18:46:00.000000000,108.0,Offered,0,1.0,3466.0,6466.0,3466.0,6466.0,3466.0,6466.0,3466.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-17 06:11:00,2023-04-13 01:17:00.000000000,2023-04-13 01:17:00.000000000,2023-04-18 22:13:00.000000000,159.0,Offered,0,2.0,720.0,9553.0,5040.0,9553.0,5040.0,1097.0,720.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-16 06:09:00,2023-04-17 13:03:00.000000000,2023-04-17 13:03:00.000000000,2023-04-17 13:03:00.000000000,126.0,Offered,0,1.0,3844.0,7563.0,3844.0,7563.0,3844.0,7563.0,3844.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-13 06:07:00,2023-04-14 11:09:00.000000000,2023-04-14 11:09:00.000000000,2023-04-14 11:09:00.000000000,52.0,Offered,0,1.0,1570.0,3129.0,1570.0,3129.0,1570.0,3129.0,1570.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-21 06:00:00,2023-04-22 21:28:00.000000000,2023-04-22 21:28:00.000000000,2023-04-22 21:28:00.000000000,254.0,Offered,0,1.0,4363.28487460815,15268.0,7920.0,15268.0,7920.0,15268.0,7920.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-13 06:07:00,2023-04-14 10:55:00.000000000,2023-04-14 10:55:00.000000000,2023-04-14 10:55:00.000000000,52.0,Offered,0,1.0,1556.0,3115.0,1556.0,3115.0,1556.0,3115.0,1556.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-12 06:10:00,2023-04-12 10:58:00.000000000,2023-04-12 10:58:00.000000000,2023-04-13 12:26:00.000000000,29.0,Offered,0,1.0,927.0,1766.0,927.0,1766.0,927.0,1767.0,927.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-26 06:09:00,2023-04-19 22:18:00.000000000,2023-04-19 22:18:00.000000000,2023-04-27 22:05:00.000000000,375.0,Offered,0,1.0,4363.28487460815,22505.0,11520.0,22505.0,11520.0,15949.0,8486.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-25 06:10:00,2023-04-26 12:49:00.000000000,2023-04-26 12:49:00.000000000,2023-04-26 12:49:00.000000000,342.0,Offered,0,0.0,1852.1139498432601,20509.0,10309.0,20509.0,10309.0,20509.0,10309.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-12 18:22:00,2023-04-12 18:22:00.000000000,2023-04-12 18:22:00.000000000,2023-04-12 18:22:00.000000000,11.0,Offered,0,0.0,1852.1139498432601,682.0,562.0,682.0,562.0,682.0,562.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-12 06:10:00,2023-04-12 10:53:00.000000000,2023-04-12 10:53:00.000000000,2023-04-13 12:33:00.000000000,30.0,Offered,0,1.0,934.0,1773.0,934.0,1773.0,934.0,1773.0,933.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-11 06:08:00,2023-04-12 19:30:00.000000000,2023-04-12 19:30:00.000000000,2023-04-12 19:31:00.000000000,13.0,Offered,0,2.0,631.0,751.0,631.0,751.0,631.0,751.0,632.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-06-07 07:35:00,2023-04-13 17:20:00.000000000,2023-04-13 17:20:00.000000000,2023-05-11 18:48:00.000000000,514.5,Offered,0,2.0,1221.0,24874.0,12791.5,30808.5,15526.0,2060.0,1221.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-25 06:10:00,2023-04-26 15:14:00.000000000,2023-04-26 15:14:00.000000000,2023-04-26 15:14:00.000000000,344.0,Offered,0,0.0,1852.1139498432601,20654.0,10454.0,20654.0,10454.0,20654.0,10454.0,Not Fill
Endorsements,Solved,Low,Mail,2023-04-12 07:00:00,2023-06-13 09:41:00,2023-04-21 16:35:00.000000000,2023-04-21 16:35:00.000000000,2023-06-13 09:41:00.000000000,514.5,Offered,0,1.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,13535.0,6935.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-16 18:49:00,2023-04-16 18:49:00.000000000,2023-04-16 18:49:00.000000000,2023-04-16 18:49:00.000000000,108.0,Offered,0,0.0,1852.1139498432601,6469.0,3469.0,6469.0,3469.0,6469.0,3469.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-13 17:50:00,2023-04-13 17:50:00.000000000,2023-04-13 17:50:00.000000000,2023-04-13 17:50:00.000000000,35.0,Offered,0,0.0,1852.1139498432601,2090.0,1250.0,2090.0,1250.0,2090.0,1250.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-15 06:00:00,2023-04-16 19:37:00.000000000,2023-04-16 19:37:00.000000000,2023-04-16 19:37:00.000000000,109.0,Offered,0,1.0,3517.0,6517.0,3517.0,6517.0,3517.0,6517.0,3517.0,Not Fill
Endorsements,Pending,Low,Mail,2023-04-12 07:00:00,2023-05-09 11:29:00,2023-05-03 15:34:00.000000000,2023-04-12 11:03:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,6.0,866.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-06-07 06:10:00,2023-04-19 13:11:00.000000000,2023-04-19 13:11:00.000000000,2023-05-09 16:50:00.000000000,514.5,Offered,0,4.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,12212.0,6332.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-12 06:10:00,2023-04-13 17:47:00.000000000,2023-04-13 17:47:00.000000000,2023-04-13 17:47:00.000000000,35.0,Offered,0,1.0,1248.0,2087.0,1248.0,2087.0,1248.0,2087.0,1248.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-06-09 13:05:00,2023-04-14 11:57:00.000000000,2023-04-14 11:57:00.000000000,2023-06-09 13:05:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,10269.0,5109.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-31 18:54:00,2023-04-12 11:01:00.000000000,2023-04-12 11:01:00.000000000,2023-05-31 18:54:00.000000000,514.5,Offered,0,1.0,121.0,24874.0,12791.5,30808.5,15526.0,241.0,121.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-20 06:10:00,2023-04-21 15:34:00.000000000,2023-04-21 15:34:00.000000000,2023-04-21 15:34:00.000000000,225.0,Offered,0,0.0,1852.1139498432601,13474.0,6874.0,13474.0,6874.0,13474.0,6874.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-15 06:00:00,2023-04-16 19:55:00.000000000,2023-04-16 19:55:00.000000000,2023-04-16 19:55:00.000000000,109.0,Offered,0,1.0,3535.0,6535.0,3535.0,6535.0,3535.0,6535.0,3535.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-21 18:13:00,2023-04-21 15:35:00.000000000,2023-04-21 15:35:00.000000000,2023-04-21 18:13:00.000000000,227.0,Offered,0,0.0,1852.1139498432601,13633.0,7034.0,13633.0,7034.0,13497.0,6897.0,Not Fill
Endorsements,Pending,Low,Mail,2023-04-12 07:00:00,2023-06-09 16:43:00,2023-04-19 16:27:00.000000000,2023-04-19 16:27:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,4.0,4363.28487460815,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-18 17:29:00,2023-04-18 17:29:00.000000000,2023-04-18 17:29:00.000000000,2023-04-18 17:29:00.000000000,155.0,Offered,0,0.0,1852.1139498432601,9270.0,4830.0,9270.0,4830.0,9270.0,4830.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-13 06:07:00,2023-04-14 10:50:00.000000000,2023-04-14 10:50:00.000000000,2023-04-14 10:50:00.000000000,52.0,Offered,0,1.0,1550.0,3110.0,1550.0,3110.0,1550.0,3110.0,1550.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-16 23:19:00,2023-04-16 23:19:00.000000000,2023-04-16 23:19:00.000000000,2023-04-16 23:19:00.000000000,112.0,Offered,0,0.0,1852.1139498432601,6739.0,3600.0,6739.0,3600.0,6739.0,3600.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-27 06:08:00,2023-04-12 18:10:00.000000000,2023-04-12 18:10:00.000000000,2023-04-28 11:32:00.000000000,389.0,Offered,0,2.0,551.0,23312.0,11673.0,23312.0,11673.0,670.0,551.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-15 06:00:00,2023-04-16 22:19:00.000000000,2023-04-16 22:19:00.000000000,2023-04-16 22:19:00.000000000,111.0,Offered,0,1.0,3600.0,6679.0,3600.0,6679.0,3600.0,6679.0,3600.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-18 11:59:00,2023-04-18 11:59:00.000000000,2023-04-18 11:59:00.000000000,2023-04-18 11:59:00.000000000,149.0,Offered,0,0.0,1852.1139498432601,8939.0,4500.0,8939.0,4500.0,8939.0,4500.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-16 06:09:00,2023-04-17 16:56:00.000000000,2023-04-17 16:56:00.000000000,2023-04-17 16:56:00.000000000,130.0,Offered,0,1.0,4076.0,7796.0,4076.0,7796.0,4076.0,7796.0,4076.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-13 06:07:00,2023-04-14 11:03:00.000000000,2023-04-14 11:03:00.000000000,2023-04-14 11:03:00.000000000,52.0,Offered,0,1.0,1563.0,3123.0,1563.0,3123.0,1563.0,3123.0,1563.0,Not Fill
Endorsements,Open,Low,Mail,2023-04-12 07:00:00,2023-06-12 19:57:00,2023-04-21 15:34:00.000000000,2023-04-21 15:34:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,0.0,1852.1139498432601,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,13474.0,6874.0,Not Fill
Endorsements,Solved,Low,Mail,2023-04-12 07:00:00,2023-06-06 13:50:00,2023-04-21 15:37:00.000000000,2023-04-21 15:37:00.000000000,2023-06-06 13:50:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,13496.0,6897.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-12 06:10:00,2023-04-13 17:39:00.000000000,2023-04-13 17:39:00.000000000,2023-04-13 17:39:00.000000000,35.0,Offered,0,1.0,1239.0,2079.0,1239.0,2079.0,1239.0,2079.0,1239.0,Not Fill
Endorsements,Pending,Low,Mail,2023-04-12 07:00:00,2023-04-19 10:09:00,2023-04-14 11:57:00.000000000,2023-04-14 11:57:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,0.0,1852.1139498432601,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,10269.0,5109.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-15 06:00:00,2023-04-16 20:02:00.000000000,2023-04-16 20:02:00.000000000,2023-04-16 20:02:00.000000000,109.0,Offered,0,1.0,3542.0,6542.0,3542.0,6542.0,3542.0,6542.0,3542.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-18 06:08:00,2023-04-19 22:32:00.000000000,2023-04-19 22:32:00.000000000,2023-04-19 22:32:00.000000000,184.0,Offered,0,1.0,4363.28487460815,11012.0,5760.0,11012.0,5760.0,11012.0,5760.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-27 19:40:00,2023-04-27 19:40:00.000000000,2023-04-27 19:40:00.000000000,2023-04-27 19:40:00.000000000,373.0,Offered,0,0.0,1852.1139498432601,22360.0,11441.0,22360.0,11441.0,22360.0,11441.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-12 06:10:00,2023-04-12 11:02:00.000000000,2023-04-12 11:02:00.000000000,2023-04-13 09:52:00.000000000,27.0,Offered,0,1.0,773.0,1612.0,773.0,1612.0,773.0,1613.0,773.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-13 06:07:00,2023-04-14 17:18:00.000000000,2023-04-14 17:18:00.000000000,2023-04-14 17:18:00.000000000,58.0,Offered,0,1.0,1938.0,3498.0,1938.0,3498.0,1938.0,3498.0,1938.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-12 18:56:00,2023-04-12 16:51:00.000000000,2023-04-12 16:51:00.000000000,2023-04-12 18:56:00.000000000,12.0,Offered,0,0.0,1852.1139498432601,716.0,596.0,716.0,596.0,715.0,596.0,Not Fill
Endorsements,Pending,Low,Mail,2023-04-12 07:00:00,2023-04-27 09:02:00,2023-04-27 08:52:00.000000000,2023-04-27 08:52:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,0.0,1852.1139498432601,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,21722.0,10802.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-06-03 06:08:00,2023-04-12 16:51:00.000000000,2023-04-12 16:51:00.000000000,2023-05-05 18:30:00.000000000,514.5,Offered,0,2.0,601.0,24874.0,12791.5,30808.5,15526.0,720.0,601.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-13 06:07:00,2023-04-12 11:02:00.000000000,2023-04-12 11:02:00.000000000,2023-04-14 09:24:00.000000000,50.0,Offered,0,1.0,1465.0,3024.0,1465.0,3024.0,1465.0,3024.0,1465.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-15 06:00:00,2023-04-16 19:09:00.000000000,2023-04-16 19:09:00.000000000,2023-04-16 19:09:00.000000000,108.0,Offered,0,1.0,3490.0,6489.0,3490.0,6489.0,3490.0,6489.0,3490.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-20 06:10:00,2023-04-25 17:36:00.000000000,2023-04-21 15:34:00.000000000,2023-04-21 15:34:00.000000000,225.0,Offered,0,1.0,4363.28487460815,13474.0,6875.0,13474.0,6875.0,13474.0,6875.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-12 06:10:00,2023-04-12 10:56:00.000000000,2023-04-12 10:56:00.000000000,2023-04-13 12:28:00.000000000,29.0,Offered,0,1.0,928.0,1768.0,928.0,1768.0,928.0,1768.0,928.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-20 06:10:00,2023-04-22 23:03:00.000000000,2023-04-21 15:35:00.000000000,2023-04-21 15:35:00.000000000,225.0,Offered,0,1.0,4363.28487460815,13476.0,6876.0,13476.0,6876.0,13476.0,6876.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-06-07 07:35:00,2023-04-13 12:35:00.000000000,2023-04-13 12:35:00.000000000,2023-05-10 15:42:00.000000000,514.5,Offered,0,3.0,936.0,24874.0,12791.5,30808.5,15526.0,1775.0,936.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-11 06:08:00,2023-04-12 19:51:00.000000000,2023-04-12 19:51:00.000000000,2023-04-12 19:51:00.000000000,13.0,Offered,0,2.0,651.0,771.0,652.0,771.0,652.0,772.0,652.0,Not Fill
Endorsements,Solved,Low,Mail,2023-04-12 07:00:00,2023-06-06 13:51:00,2023-04-21 15:29:00.000000000,2023-04-21 15:29:00.000000000,2023-06-06 13:51:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,13473.0,6874.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-14 12:30:00,2023-04-14 12:30:00.000000000,2023-04-14 12:30:00.000000000,2023-04-14 12:30:00.000000000,54.0,Offered,0,0.0,1852.1139498432601,3210.0,1651.0,3210.0,1651.0,3210.0,1651.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-20 06:10:00,2023-04-21 15:36:00.000000000,2023-04-21 15:36:00.000000000,2023-04-21 15:36:00.000000000,225.0,Offered,0,0.0,1852.1139498432601,13476.0,6876.0,13476.0,6876.0,13476.0,6876.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-12 06:10:00,2023-04-13 17:43:00.000000000,2023-04-13 17:43:00.000000000,2023-04-13 17:43:00.000000000,35.0,Offered,0,1.0,1244.0,2083.0,1244.0,2083.0,1244.0,2083.0,1244.0,Not Fill
Endorsements,Solved,Low,Mail,2023-04-12 07:00:00,2023-06-13 09:39:00,2023-04-21 16:37:00.000000000,2023-04-21 16:37:00.000000000,2023-06-13 09:39:00.000000000,514.5,Offered,0,1.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,13537.0,6938.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-06-07 07:35:00,2023-04-21 15:41:00.000000000,2023-04-21 15:41:00.000000000,2023-05-15 11:05:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,13496.0,6896.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-12 06:10:00,2023-04-12 10:54:00.000000000,2023-04-12 10:54:00.000000000,2023-04-13 12:31:00.000000000,30.0,Offered,0,1.0,931.0,1771.0,931.0,1771.0,931.0,1771.0,931.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-14 14:23:00,2023-04-14 14:23:00.000000000,2023-04-14 14:23:00.000000000,2023-04-14 14:23:00.000000000,55.0,Offered,0,0.0,1852.1139498432601,3323.0,1763.0,3323.0,1763.0,3323.0,1763.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-15 06:00:00,2023-04-16 21:51:00.000000000,2023-04-16 21:51:00.000000000,2023-04-16 21:51:00.000000000,111.0,Offered,0,1.0,3600.0,6651.0,3600.0,6651.0,3600.0,6651.0,3600.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-18 15:45:00,2023-04-18 15:45:00.000000000,2023-04-18 15:45:00.000000000,2023-04-18 15:45:00.000000000,153.0,Offered,0,0.0,1852.1139498432601,9165.0,4725.0,9165.0,4725.0,9165.0,4725.0,Not Fill
Endorsements,Solved,Low,Mail,2023-04-12 07:00:00,2023-06-13 09:38:00,2023-04-21 15:38:00.000000000,2023-04-21 15:38:00.000000000,2023-06-13 09:38:00.000000000,514.5,Offered,0,1.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-18 06:08:00,2023-04-19 22:24:00.000000000,2023-04-19 22:24:00.000000000,2023-04-19 22:24:00.000000000,183.0,Offered,0,1.0,4363.28487460815,11004.0,5760.0,11004.0,5760.0,11004.0,5760.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-15 06:00:00,2023-04-13 01:24:00.000000000,2023-04-13 01:24:00.000000000,2023-04-16 22:08:00.000000000,111.0,Offered,0,2.0,720.0,6668.0,3600.0,6668.0,3600.0,1104.0,720.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-21 14:27:00,2023-04-14 11:57:00.000000000,2023-04-14 11:57:00.000000000,2023-04-21 14:27:00.000000000,223.0,Offered,0,0.0,1852.1139498432601,13407.0,6808.0,13407.0,6808.0,10269.0,5109.0,Not Fill
Endorsements,Pending,Low,Mail,2023-04-12 07:00:00,2023-06-12 18:10:00,2023-04-17 14:06:00.000000000,2023-04-17 14:06:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,4.0,3906.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,8876.0,4436.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-25 06:10:00,2023-04-26 12:50:00.000000000,2023-04-21 15:28:00.000000000,2023-04-26 12:50:00.000000000,342.0,Offered,0,0.0,1852.1139498432601,20510.0,10310.0,20510.0,10310.0,20510.0,10310.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-14 13:30:00,2023-04-14 13:30:00.000000000,2023-04-14 13:30:00.000000000,2023-04-14 13:30:00.000000000,55.0,Offered,0,0.0,1852.1139498432601,3270.0,1711.0,3270.0,1711.0,3270.0,1711.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-16 06:09:00,2023-04-12 16:51:00.000000000,2023-04-12 16:51:00.000000000,2023-04-17 16:24:00.000000000,129.0,Offered,0,2.0,588.0,7764.0,4045.0,7764.0,4045.0,707.0,588.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-20 06:10:00,2023-04-21 15:36:00.000000000,2023-04-21 15:36:00.000000000,2023-04-21 15:36:00.000000000,225.0,Offered,0,0.0,1852.1139498432601,13476.0,6877.0,13476.0,6877.0,13476.0,6877.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-18 06:08:00,2023-04-19 17:35:00.000000000,2023-04-19 17:35:00.000000000,2023-04-19 17:35:00.000000000,179.0,Offered,0,1.0,4363.28487460815,10715.0,5556.0,10715.0,5556.0,10715.0,5556.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-16 06:09:00,2023-04-17 18:52:00.000000000,2023-04-17 18:52:00.000000000,2023-04-17 18:52:00.000000000,132.0,Offered,0,2.0,4192.0,7912.0,4192.0,7912.0,4192.0,7912.0,4192.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-18 11:55:00,2023-04-18 11:55:00.000000000,2023-04-18 11:55:00.000000000,2023-04-18 11:55:00.000000000,149.0,Offered,0,0.0,1852.1139498432601,8935.0,4495.0,8935.0,4495.0,8935.0,4495.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-11 06:08:00,2023-04-12 11:03:00.000000000,2023-04-12 11:03:00.000000000,2023-04-12 11:53:00.000000000,5.0,Offered,0,1.0,174.0,293.0,174.0,293.0,174.0,294.0,174.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-04-12 18:46:00,2023-04-12 16:51:00.000000000,2023-04-12 16:51:00.000000000,2023-04-12 18:46:00.000000000,12.0,Offered,0,0.0,1852.1139498432601,706.0,586.0,706.0,586.0,705.0,586.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-16 06:09:00,2023-04-17 13:13:00.000000000,2023-04-17 13:13:00.000000000,2023-04-17 13:13:00.000000000,126.0,Offered,0,1.0,3853.0,7573.0,3853.0,7573.0,3853.0,7573.0,3853.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-20 06:10:00,2023-04-21 16:08:00.000000000,2023-04-21 16:08:00.000000000,2023-04-21 16:08:00.000000000,225.0,Offered,0,0.0,1852.1139498432601,13508.0,6908.0,13508.0,6908.0,13508.0,6908.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:00:00,2023-05-11 06:08:00,2023-04-12 19:21:00.000000000,2023-04-12 19:21:00.000000000,2023-04-12 19:22:00.000000000,12.0,Offered,0,2.0,622.0,742.0,622.0,742.0,622.0,742.0,623.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:01:00,2023-05-11 06:08:00,2023-04-12 12:45:00.000000000,2023-04-12 12:45:00.000000000,2023-04-12 12:45:00.000000000,6.0,Offered,0,1.0,225.0,344.0,225.0,344.0,225.0,344.0,225.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:01:00,2023-05-15 06:00:00,2023-04-16 21:57:00.000000000,2023-04-16 21:57:00.000000000,2023-04-16 21:57:00.000000000,111.0,Offered,0,1.0,3600.0,6656.0,3600.0,6656.0,3600.0,6656.0,3600.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:01:00,2023-05-19 06:12:00,2023-04-13 01:27:00.000000000,2023-04-12 16:51:00.000000000,2023-04-20 13:13:00.000000000,198.0,Offered,0,2.0,720.0,11891.0,6013.0,11891.0,6013.0,1106.0,720.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:01:00,2023-05-29 16:39:00,2023-05-05 15:11:00.000000000,2023-05-05 15:11:00.000000000,2023-05-29 16:39:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Pending,Low,Mail,2023-04-12 07:01:00,2023-06-12 12:25:00,2023-04-13 14:30:00.000000000,2023-04-13 14:30:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,6.0,1051.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,27170.0,13202.0,Not Fill
Endorsements,Open,Low,Mail,2023-04-12 07:01:00,2023-04-21 15:33:00,2023-04-21 15:33:00.000000000,2023-04-21 15:33:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,0.0,1852.1139498432601,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,13472.0,6874.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-12 07:01:00,2023-04-19 00:44:00,2023-04-19 00:44:00.000000000,2023-04-19 00:44:00.000000000,2023-04-19 00:44:00.000000000,162.0,Offered,0,0.0,1852.1139498432601,9703.0,5040.0,9703.0,5040.0,9703.0,5040.0,Not Fill
